date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020/6/17,18:12:50,22.902832,120.2731605,-0.035,3,-1,0,-13,3,-999,0.025114059,-0.078639984,0.035859585,-0.029949741,-1.644405484,0.010076767,19,290
2020/6/17,18:12:53,22.9028209,120.2731636,0.106,-69,0,-9,0,69,-1027,-1.207309723,0.243774414,-0.106313109,-0.029682707,-1.716329575,-0.020516131,19,290
2020/6/17,18:12:56,22.9027461,120.2731778,2.624,21,47,12,-24,-40,-999,-9.533567429,1.699188232,-2.624646902,-0.112323396,2.987900496,0.026199434,19,290
2020/6/17,18:12:59,22.9026317,120.273194,5.926,-25,-28,-19,-116,-22,-1005,-22.2796669,3.356713295,-5.926088333,-0.097917087,2.941308737,0.052021679,19,290
2020/6/17,18:13:02,22.9025132,120.273215,9.086,106,55,-27,-51,-67,-1003,-35.46736908,5.516273499,-9.086779594,-0.092073627,2.96172452,0.045372304,19,290
2020/6/17,18:13:05,22.9023879,120.2732357,12.592,47,-72,-34,-111,-5,-983,-49.4175415,7.633574486,-12.59266472,-0.123192765,2.978340864,0.029490355,19,290
2020/6/17,18:13:08,22.9022634,120.2732583,15.44,35,24,50,-57,-29,-992,-63.38230133,9.972011566,-15.46021843,-0.073036879,2.984762669,0.046429414,19,290
2020/6/17,18:13:11,22.902133,120.2732825,18.69,-14,41,21,-103,-33,-989,-77.79955292,12.43284988,-18.69096565,-0.106082916,2.978512049,0.066848718,19,290
2020/6/17,18:13:14,22.9020153,120.2732682,20.255,66,90,107,-142,-7,-986,-90.90201569,10.96993446,-20.25592613,-0.176973343,-2.625541687,0.131817624,19,290
2020/6/17,18:13:17,22.9019215,120.2731915,20.2,-32,28,28,-156,-20,-983,-101.3419876,3.101753235,-20.20093155,-0.168001249,-2.381025791,0.068616927,19,290
2020/6/17,18:13:20,22.9018234,120.2730938,20.154,91,122,132,-133,-57,-1004,-112.2563019,-6.913005829,-20.15499306,-0.07048957,-2.294030428,0.111338638,19,290
2020/6/17,18:13:23,22.9018005,120.2730046,20.111,-79,37,140,-136,8,-1006,-114.8080902,-16.06836891,-20.11174202,-0.233508423,-1.116811991,0.062229257,19,290
2020/6/17,18:13:26,22.9018579,120.2729166,20.079,-15,13,39,-192,5,-981,-108.4185104,-25.0842762,-20.07995224,-0.221409664,-0.958728254,-0.031194024,19,290
2020/6/17,18:13:29,22.9019397,120.2728012,19.845,95,9,39,-97,88,-964,-99.3138504,-36.91731262,-19.84572983,-0.1374695,-0.918610811,-0.059152532,19,290
2020/6/17,18:13:32,22.9020125,120.272729,19.962,-188,-11,411,-90,172,-1014,-91.2069931,-44.32907867,-19.96251678,-0.187683001,0.136447176,0.064845011,19,290
2020/6/17,18:13:35,22.9021113,120.2727675,20.086,-2,7,7,-109,155,-979,-80.20917511,-40.37387085,-20.0863781,-0.129687756,0.405442059,-0.10691148,19,290
2020/6/17,18:13:38,22.9022207,120.2728212,20.152,144,-31,76,-85,69,-1008,-68.03470612,-34.87232208,-20.15209961,-0.113937683,0.45918709,-0.060423117,19,290
2020/6/17,18:13:41,22.9023445,120.2728878,20.183,-10,-14,0,-52,67,-985,-54.24687195,-28.03769875,-20.18388367,-0.097230099,0.487049013,-0.087482981,19,290
2020/6/17,18:13:44,22.9024571,120.2729334,20.13,-84,42,-89,-99,161,-955,-41.7158432,-23.36242867,-20.13012505,-0.132753119,0.112636887,-0.168793976,19,290
2020/6/17,18:13:47,22.9025925,120.2729379,20.139,-2,41,-21,-98,77,-963,-26.64258957,-22.90002632,-20.13912964,-0.151595712,-0.043483805,-0.124000914,19,290
2020/6/17,18:13:50,22.9027235,120.2729295,20.124,202,17,164,-96,25,-980,-12.04890156,-23.75963402,-20.12499809,-0.063939109,-0.064666338,-0.071457401,19,290
2020/6/17,18:13:53,22.9028048,120.2729592,20.124,-7,-153,364,-2,0,-1052,-3.300180435,-21.35359001,-20.23967743,-0.063284621,1.092764258,0.078074388,19,290
2020/6/17,18:13:56,22.9028193,120.2730569,19.773,-3,66,22,9,-18,-987,-1.382404327,-10.69680595,-19.77375603,-0.046143655,1.34972775,-0.041948222,19,290
2020/6/17,18:13:59,22.9028385,120.27317,19.81,-56,319,7,17,19,-992,0.756015778,0.898349762,-19.81070137,0.151464403,1.269794226,-0.054711483,19,290
