date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020/6/19,15:25:42,22.9028012,120.2731372,-0.057,5,-2,-1,-22,23,-1002,-0.119585037,-0.088169098,0.057561491,-0.04424195,2.917105436,0.000752911,22,290
2020/6/19,15:25:45,22.9028002,120.2731349,0.005,4,-38,-11,-31,9,-1007,-0.224095345,-0.318735123,-0.005247859,-0.044822134,2.920331001,0.000169022,22,290
2020/6/19,15:25:48,22.902759,120.2731231,2.819,-6,41,-4,96,-80,-996,-4.811959267,-1.5362854,-2.819539309,-0.040903799,-2.498389482,0.087943941,22,290
2020/6/19,15:25:51,22.9026947,120.2730793,8.813,-148,20,-110,-68,3,-1002,-11.97557926,-6.025056839,-8.813559532,-0.105685696,-2.615824699,0.048976149,22,290
2020/6/19,15:25:54,22.902619,120.2730315,14.632,30,-38,-42,-20,-3,-1001,-20.40270996,-10.93109131,-14.63286877,-0.076094255,-2.684922934,0.032474339,22,290
2020/6/19,15:25:57,22.9025438,120.2729952,19.448,5,-24,-306,-48,-69,-940,-28.77590942,-14.65150452,-19.44852448,-0.124146253,-2.859547615,-0.03213108,22,290
2020/6/19,15:26:00,22.9024409,120.272995,20.164,-10,9,5,-43,-10,-1011,-40.22354507,-14.6673584,-20.16433525,-0.104682647,-3.115193129,0.043657374,22,290
2020/6/19,15:26:03,22.9023282,120.2730027,20.223,-145,195,-50,-51,-79,-975,-52.77215195,-13.8819046,-20.22373962,-0.07819362,3.104452133,0.01347186,22,290
2020/6/19,15:26:06,22.9022511,120.2729938,19.685,-134,-48,356,-77,-3,-1041,-61.35863495,-14.78959274,-19.68575668,-0.196158499,-1.893803239,0.167028844,22,290
2020/6/19,15:26:09,22.9022488,120.272898,20.03,76,39,122,-130,31,-973,-61.60555267,-24.6144371,-20.03058815,-0.163834155,-1.663854241,0.014689635,22,290
2020/6/19,15:26:12,22.9022384,120.2727712,20.295,117,179,66,-150,2,-974,-62.77093506,-37.62010574,-20.29598618,-0.113824606,-1.58782196,0.033152815,22,290
2020/6/19,15:26:15,22.9022583,120.2726976,19.925,-35,-101,284,-131,70,-1065,-60.55427551,-45.16450119,-19.9259243,-0.231476575,-0.385031521,0.041661069,22,290
2020/6/19,15:26:18,22.9023449,120.2726824,20.054,52,63,77,-146,39,-942,-50.91436386,-46.7256813,-20.05441093,-0.195906624,-0.114120796,-0.007837142,22,290
2020/6/19,15:26:21,22.9024741,120.2726711,19.891,126,-43,17,-187,124,-925,-36.53427124,-47.88663101,-19.89122772,-0.232645616,-0.112815604,-0.107898623,22,290
2020/6/19,15:26:24,22.9026023,120.2726563,20.173,115,-151,21,-193,65,-942,-22.25462723,-49.40139389,-20.17349434,-0.152426586,-0.078575611,-0.099760361,22,290
2020/6/19,15:26:27,22.9027302,120.2726493,20.104,165,92,450,-62,65,-987,-8.022205353,-50.11843491,-20.10410309,-0.045149937,0.276752144,0.029139377,22,290
2020/6/19,15:26:30,22.9027737,120.2727107,20.156,-37,16,-22,-10,29,-1015,-3.180521011,-43.81993484,-20.15696335,-0.089037158,1.402460098,-0.004816029,22,290
2020/6/19,15:26:33,22.902783,120.2728239,20.131,11,-36,37,-22,-49,-974,-2.145647049,-32.21112061,-20.13140869,-0.119814716,1.414935946,-0.025939494,22,290
2020/6/19,15:26:36,22.9027946,120.2729652,19.938,2,37,15,-31,1,-993,-0.853860855,-17.72819519,-19.93888474,-0.049098026,1.510895967,-0.034049634,22,290
2020/6/19,15:26:39,22.9028046,120.2730861,19.808,3,80,85,-27,90,-1033,0.261058331,-5.330974579,-19.80821419,0.117849216,1.547972679,-0.041656677,22,290
2020/6/19,15:26:42,22.9028085,120.273116,17.798,-29,-6,50,12,47,-1025,0.692217827,-2.264375687,-17.79822922,0.028016184,1.640285254,0.018617162,22,290
